times,x,y,z
0.0,0.0,0.0,1.0
0.10101010101010101,3.5812546160491934,2.3827471714292523,3.0735095813207445
0.20202020202020202,6.459507908860237,4.09477221260571,5.183727806871847
0.30303030303030304,8.86090598943172,5.451307145440266,7.066401190375475
0.40404040404040403,10.900758853645353,6.54731458353556,8.773399310914602
0.5050505050505051,12.645877245527021,7.437076552156937,10.354527392867638
0.6060606060606061,14.137945424329668,8.159998124877923,11.841170771733747
0.7070707070707071,15.406894800566038,8.748717930319726,13.247608662038367
0.8080808080808081,16.473406894274333,9.229323024115898,14.581698375643303
0.9090909090909091,17.357527664744733,9.625286288110207,15.84168724171274
1.0101010101010102,18.073031865459118,9.955528182039293,17.02634839287499
1.1111111111111112,18.639135079804646,10.236974327743038,18.127751844662413
1.2121212121212122,19.07140787589101,10.483794949048585,19.140311989732723
1.3131313131313131,19.385451021881636,10.707554132559892,20.05769428180324
1.4141414141414141,19.600256608625664,10.917021844041562,20.873245727579476
1.5151515151515151,19.734123986749054,11.119347233201553,21.582974452733488
1.6161616161616161,19.804296951574926,11.319420050978676,22.18355866607564
1.7171717171717171,19.826978305651256,11.520056835058163,22.67315062865908
1.8181818181818181,19.817076392684207,11.722149339067716,23.051780889310557
1.9191919191919191,19.78828881836283,11.925499937574548,23.32150106825387
2.0202020202020203,19.750407197340742,12.12883977838495,23.484977659926567
2.121212121212121,19.71025513890826,12.330871641868113,23.54562765442346
2.2222222222222223,19.67254545686344,12.530943264946696,23.508018766404007
2.323232323232323,19.642009893117468,12.729833581174436,23.37808119395765
2.4242424242424243,19.626822701178057,12.929621441286335,23.164265195737435
2.525252525252525,19.637531851558855,13.132476921281599,22.87878160356657
2.6262626262626263,19.68634819555587,13.340499296972267,22.537576489718628
2.727272727272727,19.781583400891666,13.554927622338369,22.15869246714278
2.8282828282828283,19.92568777157911,13.77786453059249,21.760886129343056
2.929292929292929,20.114155652573952,14.01350216135284,21.361551454038153
3.0303030303030303,20.334290340253517,14.269005314195063,20.974056089376116
3.131313131313131,20.564179045002366,14.554685305696665,20.605626579827966
3.2323232323232323,20.769813264214882,14.875752285354702,20.24667192966417
3.3333333333333335,20.92346017378168,15.228559776232215,19.880267845564322
3.4343434343434343,21.007344201144235,15.600719957458548,19.48484446462891
3.5353535353535355,21.022967037832725,15.97662645608899,19.043881866010025
3.6363636363636362,20.98163429046065,16.34631964600584,18.547485470358403
3.7373737373737375,20.89857912379152,16.704716945855136,17.987326530198327
3.8383838383838382,20.792995022375447,17.050732181684232,17.356990960677038
3.9393939393939394,20.683784292323566,17.384623807159553,16.65225923809023
4.040404040404041,20.593427678978944,17.70720259230939,15.871332324059184
4.141414141414141,20.548139818533535,18.01949428068566,15.014910981965587
4.242424242424242,20.571125739869615,18.321297591761123,14.089180463094017
4.343434343434343,20.68432763648048,18.611192661175224,13.105715783970727
4.444444444444445,20.909569363689428,18.88685113666098,12.080625610990783
4.545454545454545,21.259994534400377,19.144914694352412,11.034946317345414
4.646464646464646,21.741696301192114,19.381543211779558,9.993093232879588
4.747474747474747,22.35956658059615,19.593023369082907,8.981105445782475
4.848484848484849,23.11125914197347,19.776378738725356,8.024451218803296
4.94949494949495,23.977363281235494,19.929306062501045,7.146178906272007
5.05050505050505,24.93907880842059,20.050824063078085,6.366455507245688
5.151515151515151,25.981038603057694,20.14147431312956,5.702857137654353
5.252525252525253,27.085806929073744,20.20364870309582,5.168480718611169
5.353535353535354,28.220301991937745,20.240280818800706,4.763126860216537
5.454545454545454,29.35650589379991,20.255238759339985,4.484531637706745
5.555555555555555,30.47444562919626,20.253486517565612,4.330170791570885
5.656565656565657,31.55797655913487,20.240620070932597,4.294900348245153
5.757575757575758,32.58817304955618,20.221696464373835,4.364127762362105
5.858585858585858,33.54989639141932,20.201367551636206,4.521200953937433
5.959595959595959,34.43198032261507,20.18372191128175,4.748654441099502
6.0606060606060606,35.2278749096255,20.17175737122677,5.025411695291579
6.161616161616162,35.93500312454506,20.167578376781194,5.331093413371989
6.262626262626262,36.554104923215114,20.17245883529976,5.646729698395411
6.363636363636363,37.09013414658467,20.186683852588057,5.953468266228912
6.4646464646464645,37.55067235946395,20.21012621606209,6.234646996671778
6.565656565656566,37.944537560154124,20.242563694891263,6.47654876834593
6.666666666666667,38.28200703474372,20.283973248343187,6.66776791652551
6.767676767676767,38.5735034174293,20.33763506297398,6.799348628486673
6.8686868686868685,38.828709808109494,20.412936610035,6.856805104734308
6.96969696969697,39.05755716272394,20.510100227018963,6.8088836919747875
7.070707070707071,39.26589998585942,20.612867757020524,6.641637517748126
7.171717171717171,39.45572356567766,20.714164854158906,6.363373844550561
7.2727272727272725,39.63144511752489,20.81203087890055,5.983076210523843
7.373737373737374,39.80216688488963,20.907647134493605,5.510870958199888
7.474747474747475,39.9801553182986,21.005812423065606,4.959820732002419
7.575757575757575,40.17826876330353,21.114695710034912,4.344997253747339
7.6767676767676765,40.4051199920234,21.244207659619715,3.681707705702308
7.777777777777778,40.66463903272627,21.405934943782405,2.9851031430621684
7.878787878787879,40.95411706886845,21.609401766497964,2.2673252682718394
7.979797979797979,41.265971849854836,21.86174762709456,1.5374988557004856
8.080808080808081,41.58938505395019,22.167777159104855,0.8018071911764316
8.181818181818182,41.911937094094775,22.528043326669277,0.062564548309098
8.282828282828282,41.93879385638831,22.5609716733165,-0.00014899625514571446

